,Channel,Content,Date Sent,Timestamp
389,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4478.75,8/26/2021 15:16, 8/26/2021 11:16:03 AM
390,TickTools S&P500, top 62 percentile buyer Exhaustion confirmed at: 4478,8/26/2021 15:14, 8/26/2021 11:14:03 AM
391,TickTools S&P500, X-TICK top 6 percentile seller capitulation X-TICK confirmed at: 4471.25,8/26/2021 14:29, 8/26/2021 10:29:03 AM
392,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4471.25,8/26/2021 14:27, 8/26/2021 10:27:03 AM
393,TickTools S&P500, top 56 percentile seller Exhaustion confirmed at: 4491.25,8/25/2021 19:18, 8/25/2021 03:18:03 PM
394,TickTools S&P500, top 35 percentile buyer Exhaustion confirmed at: 4483.50,8/24/2021 13:32, 8/24/2021 09:32:02 AM
395,TickTools S&P500, top 43 percentile seller Exhaustion confirmed at: 4470.50,8/23/2021 14:33, 8/23/2021 10:33:02 AM
396,TickTools S&P500, X-TICK top 9 percentile buyer capitulation X-TICK confirmed at: 4461,8/23/2021 13:35, 8/23/2021 09:35:01 AM
397,TickTools S&P500, top 28 percentile seller Exhaustion confirmed at: 4428.50,8/20/2021 18:26, 8/20/2021 02:26:03 PM
398,TickTools S&P500, top 53 percentile seller Exhaustion confirmed at: 4435.50,8/20/2021 17:27, 8/20/2021 01:27:05 PM
399,TickTools S&P500, top 41 percentile buyer Exhaustion confirmed at: 4437.25,8/20/2021 16:32, 8/20/2021 12:32:03 PM
400,TickTools S&P500, top 54 percentile buyer Exhaustion confirmed at: 4433,8/20/2021 16:07, 8/20/2021 12:07:03 PM
401,TickTools S&P500, top 64 percentile buyer Exhaustion confirmed at: 4433.75,8/20/2021 14:38, 8/20/2021 10:38:03 AM
402,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34765,8/20/2021 12:51, 8/20/2021 08:51:04 AM
403,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34749,8/20/2021 12:44, 8/20/2021 08:44:03 AM
404,TickTools S&P500, top 33 percentile buyer Exhaustion confirmed at: 4405.75,8/19/2021 19:52, 8/19/2021 03:52:02 PM
405,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34885,8/19/2021 19:21, 8/19/2021 03:21:04 PM
406,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4409.25,8/19/2021 19:21, 8/19/2021 03:21:03 PM
407,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4404,8/19/2021 19:01, 8/19/2021 03:01:03 PM
408,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34836,8/19/2021 19:01, 8/19/2021 03:01:02 PM
409,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4414.75,8/19/2021 16:05, 8/19/2021 12:05:02 PM
410,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4414,8/19/2021 15:58, 8/19/2021 11:58:03 AM
411,TickTools S&P500, top 36 percentile buyer Exhaustion confirmed at: 4411,8/19/2021 15:50, 8/19/2021 11:50:03 AM
412,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4404.25,8/19/2021 15:45, 8/19/2021 11:45:02 AM
413,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4399.50,8/19/2021 15:01, 8/19/2021 11:01:02 AM
414,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4392,8/19/2021 14:56, 8/19/2021 10:56:02 AM
415,TickTools S&P500, top 48 percentile buyer Exhaustion confirmed at: 4403.50,8/19/2021 14:21, 8/19/2021 10:21:02 AM
416,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4401.75,8/19/2021 14:19, 8/19/2021 10:19:03 AM
417,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34905,8/19/2021 14:19, 8/19/2021 10:19:02 AM
418,TickTools S&P500, X-TICK top 3 percentile seller capitulation X-TICK confirmed at: 4364.50,8/19/2021 13:32, 8/19/2021 09:32:02 AM
419,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4363.75,8/19/2021 12:26, 8/19/2021 08:26:02 AM
420,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4370.50,8/19/2021 9:56, 8/19/2021 05:56:03 AM
421,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34682,8/19/2021 9:56, 8/19/2021 05:56:02 AM
422,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34636,8/19/2021 9:46, 8/19/2021 05:46:03 AM
423,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4361.25,8/19/2021 9:35, 8/19/2021 05:35:02 AM
424,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4359.25,8/19/2021 9:34, 8/19/2021 05:34:02 AM
425,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34697,8/19/2021 7:21, 8/19/2021 03:21:03 AM
426,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4388.50,8/19/2021 2:18, 8/18/2021 10:18:03 PM
427,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34810,8/18/2021 20:37, 8/18/2021 04:37:04 PM
428,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4382.50,8/18/2021 20:37, 8/18/2021 04:37:02 PM
429,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34930,8/18/2021 19:51, 8/18/2021 03:51:02 PM
430,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4401.50,8/18/2021 19:51, 8/18/2021 03:51:02 PM
431,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4418.50,8/18/2021 19:30, 8/18/2021 03:30:03 PM
432,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35060,8/18/2021 19:30, 8/18/2021 03:30:02 PM
433,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4427.50,8/18/2021 19:03, 8/18/2021 03:03:02 PM
434,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4423.75,8/18/2021 18:17, 8/18/2021 02:17:02 PM
435,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35106,8/18/2021 18:17, 8/18/2021 02:17:02 PM
436,TickTools S&P500, X-TICK top 8 percentile seller capitulation X-TICK confirmed at: 4426.25,8/18/2021 18:16, 8/18/2021 02:16:03 PM
437,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4426.25,8/18/2021 18:14, 8/18/2021 02:14:04 PM
438,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35141,8/18/2021 18:14, 8/18/2021 02:14:02 PM
439,TickTools S&P500, X-TICK top 8 percentile seller capitulation X-TICK confirmed at: 4426.25,8/18/2021 18:14, 8/18/2021 02:14:02 PM
440,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4431.50,8/18/2021 18:13, 8/18/2021 02:13:04 PM
441,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35187,8/18/2021 18:13, 8/18/2021 02:13:02 PM
442,TickTools S&P500, top 55 percentile buyer Exhaustion confirmed at: 4445,8/18/2021 18:08, 8/18/2021 02:08:02 PM
443,TickTools S&P500, top 50 percentile seller Exhaustion confirmed at: 4433,8/18/2021 16:31, 8/18/2021 12:31:02 PM
444,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4436.75,8/18/2021 15:14, 8/18/2021 11:14:02 AM
445,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35257,8/18/2021 14:01, 8/18/2021 10:01:02 AM
446,TickTools S&P500, top 60 percentile seller Exhaustion confirmed at: 4430.25,8/18/2021 13:32, 8/18/2021 09:32:01 AM
447,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4442.25,8/17/2021 19:51, 8/17/2021 03:51:02 PM
448,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35233,8/17/2021 19:09, 8/17/2021 03:09:02 PM
449,TickTools S&P500, top 34 percentile buyer Exhaustion confirmed at: 4431.75,8/17/2021 18:52, 8/17/2021 02:52:02 PM
450,TickTools S&P500, top 28 percentile seller Exhaustion confirmed at: 4421.25,8/17/2021 18:42, 8/17/2021 02:42:03 PM
451,TickTools S&P500, top 30 percentile seller Exhaustion confirmed at: 4424.75,8/17/2021 18:33, 8/17/2021 02:33:02 PM
452,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35105,8/17/2021 18:32, 8/17/2021 02:32:01 PM
453,TickTools S&P500, top 36 percentile seller Exhaustion confirmed at: 4426.75,8/17/2021 18:25, 8/17/2021 02:25:03 PM
454,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4431.50,8/17/2021 18:08, 8/17/2021 02:08:02 PM
455,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 35167,8/17/2021 18:07, 8/17/2021 02:07:02 PM
456,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35034,8/17/2021 17:50, 8/17/2021 01:50:02 PM
457,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35042,8/17/2021 17:44, 8/17/2021 01:44:01 PM
458,TickTools S&P500, top 49 percentile buyer Exhaustion confirmed at: 4423.50,8/17/2021 17:37, 8/17/2021 01:37:02 PM
459,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4413.50,8/17/2021 16:56, 8/17/2021 12:56:02 PM
460,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4418.25,8/17/2021 16:48, 8/17/2021 12:48:02 PM
461,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35164,8/17/2021 16:19, 8/17/2021 12:19:02 PM
462,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4427.75,8/17/2021 16:19, 8/17/2021 12:19:01 PM
463,TickTools S&P500, top 68 percentile buyer Exhaustion confirmed at: 4446.75,8/17/2021 15:36, 8/17/2021 11:36:02 AM
464,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4442.75,8/17/2021 15:07, 8/17/2021 11:07:01 AM
465,TickTools S&P500, X-TICK top 11 percentile seller capitulation X-TICK confirmed at: 4439.75,8/17/2021 13:34, 8/17/2021 09:34:01 AM
466,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 35290,8/17/2021 7:16, 8/17/2021 03:16:02 AM
467,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4446.50,8/16/2021 15:36, 8/16/2021 11:36:01 AM
468,TickTools S&P500, top 58 percentile buyer Exhaustion confirmed at: 4438.75,8/16/2021 14:39, 8/16/2021 10:39:00 AM
469,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4434.75,8/16/2021 13:56, 8/16/2021 09:56:01 AM
470,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4436.50,8/16/2021 13:51, 8/16/2021 09:51:02 AM
471,TickTools S&P500, top 43 percentile seller Exhaustion confirmed at: 4448,8/16/2021 13:33, 8/16/2021 09:33:00 AM
472,TickTools S&P500, top 42 percentile seller Exhaustion confirmed at: 4456,8/13/2021 18:47, 8/13/2021 02:47:03 PM
473,TickTools S&P500, top 61 percentile seller Exhaustion confirmed at: 4446.50,8/12/2021 18:05, 8/12/2021 02:05:05 PM
474,TickTools S&P500, top 53 percentile buyer Exhaustion confirmed at: 4437,8/11/2021 17:44, 8/11/2021 01:44:03 PM
475,TickTools S&P500, top 61 percentile buyer Exhaustion confirmed at: 4442.25,8/11/2021 13:32, 8/11/2021 09:32:02 AM
476,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4434.75,8/11/2021 12:31, 8/11/2021 08:31:02 AM
477,TickTools S&P500, top 38 percentile seller Exhaustion confirmed at: 4429.25,8/10/2021 17:49, 8/10/2021 01:49:01 PM
478,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4424.25,8/10/2021 14:42, 8/10/2021 10:42:02 AM
479,TickTools S&P500, top 51 percentile seller Exhaustion confirmed at: 4425,8/9/2021 19:51, 8/09/2021 03:51:01 PM
480,TickTools S&P500, top 59 percentile seller Exhaustion confirmed at: 4418.75,8/9/2021 14:18, 8/09/2021 10:18:00 AM
481,TickTools S&P500, top 65 percentile buyer Exhaustion confirmed at: 4428.25,8/6/2021 15:26, 8/06/2021 11:26:04 AM
482,TickTools S&P500, top 55 percentile seller Exhaustion confirmed at: 4412.50,8/5/2021 15:51, 8/05/2021 11:51:10 AM
483,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34882,8/5/2021 13:41, 8/05/2021 09:41:04 AM
484,TickTools S&P500, top 54 percentile buyer Exhaustion confirmed at: 4407.25,8/5/2021 13:32, 8/05/2021 09:32:03 AM
485,TickTools S&P500, top 65 percentile buyer Exhaustion confirmed at: 4404,8/4/2021 17:19, 8/04/2021 01:19:02 PM
486,TickTools S&P500, top 23 percentile seller Exhaustion confirmed at: 4395.75,8/4/2021 16:44, 8/04/2021 12:44:02 PM
487,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34805,8/4/2021 14:26, 8/04/2021 10:26:02 AM
488,TickTools S&P500, top 41 percentile seller Exhaustion confirmed at: 4399.50,8/4/2021 13:34, 8/04/2021 09:34:02 AM
489,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4402.50,8/3/2021 15:57, 8/03/2021 11:57:02 AM
490,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4392.25,8/3/2021 15:42, 8/03/2021 11:42:02 AM
491,TickTools S&P500, top 41 percentile buyer Exhaustion confirmed at: 4387.25,8/3/2021 15:38, 8/03/2021 11:38:02 AM
492,TickTools S&P500, top 54 percentile buyer Exhaustion confirmed at: 4385.75,8/3/2021 14:53, 8/03/2021 10:53:02 AM
493,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34774,8/3/2021 14:24, 8/03/2021 10:24:02 AM
494,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4382.50,8/3/2021 14:24, 8/03/2021 10:24:01 AM
495,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34748,8/3/2021 14:20, 8/03/2021 10:20:01 AM
496,TickTools S&P500, top 47 percentile seller Exhaustion confirmed at: 4365.25,8/3/2021 14:12, 8/03/2021 10:12:01 AM
497,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4367.25,8/3/2021 13:56, 8/03/2021 09:56:01 AM
498,TickTools S&P500, top 64 percentile buyer Exhaustion confirmed at: 4391,8/3/2021 13:32, 8/03/2021 09:32:01 AM
499,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4385.75,8/3/2021 12:25, 8/03/2021 08:25:01 AM
500,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34780,8/3/2021 12:25, 8/03/2021 08:25:02 AM
501,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34704,8/2/2021 19:55, 8/02/2021 03:55:01 PM
502,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34710,8/2/2021 19:53, 8/02/2021 03:53:01 PM
503,TickTools S&P500, top 34 percentile seller Exhaustion confirmed at: 4389.75,8/2/2021 18:28, 8/02/2021 02:28:02 PM
504,TickTools S&P500, top 46 percentile buyer Exhaustion confirmed at: 4392,8/2/2021 18:09, 8/02/2021 02:09:01 PM
505,TickTools S&P500, top 41 percentile seller Exhaustion confirmed at: 4386.50,8/2/2021 16:10, 8/02/2021 12:10:01 PM
506,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4393.50,8/2/2021 15:59, 8/02/2021 11:59:01 AM
507,TickTools S&P500, top 50 percentile seller Exhaustion confirmed at: 4403,8/2/2021 15:04, 8/02/2021 11:04:01 AM
508,TickTools S&P500, top 61 percentile seller Exhaustion confirmed at: 4406.25,8/2/2021 14:15, 8/02/2021 10:15:01 AM
509,TickTools S&P500, top 18 percentile buyer Exhaustion confirmed at: 4414,8/2/2021 13:34, 8/02/2021 09:34:01 AM
510,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4403.50,8/2/2021 11:00, 8/02/2021 07:00:01 AM
511,TickTools S&P500, top 54 percentile seller Exhaustion confirmed at: 4391.25,7/30/2021 17:06, 7/30/2021 01:06:05 PM
512,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34995,7/30/2021 13:56, 7/30/2021 09:56:04 AM
513,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34991,7/30/2021 13:38, 7/30/2021 09:38:05 AM
514,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4391.75,7/30/2021 13:35, 7/30/2021 09:35:04 AM
515,TickTools S&P500, top 46 percentile seller Exhaustion confirmed at: 4383.75,7/30/2021 13:32, 7/30/2021 09:32:04 AM
516,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4375,7/30/2021 0:48, 7/29/2021 08:48:04 PM
517,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4382,7/30/2021 0:02, 7/29/2021 08:02:04 PM
518,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4394,7/29/2021 20:41, 7/29/2021 04:41:03 PM
519,TickTools S&P500, top 58 percentile seller Exhaustion confirmed at: 4418.75,7/29/2021 17:23, 7/29/2021 01:23:04 PM
520,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34835,7/28/2021 19:24, 7/28/2021 03:24:03 PM
521,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4407.75,7/28/2021 18:52, 7/28/2021 02:52:02 PM
522,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4407.50,7/28/2021 18:51, 7/28/2021 02:51:03 PM
523,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34936,7/28/2021 18:50, 7/28/2021 02:50:02 PM
524,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4399.50,7/28/2021 18:40, 7/28/2021 02:40:03 PM
525,TickTools S&P500, top 33 percentile seller Exhaustion confirmed at: 4377.50,7/28/2021 18:02, 7/28/2021 02:02:03 PM
526,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4377.50,7/28/2021 18:01, 7/28/2021 02:01:03 PM
527,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34764,7/28/2021 18:01, 7/28/2021 02:01:03 PM
528,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4388.25,7/28/2021 14:45, 7/28/2021 10:45:03 AM
529,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4400.50,7/28/2021 14:33, 7/28/2021 10:33:03 AM
530,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34934,7/28/2021 14:33, 7/28/2021 10:33:02 AM
531,TickTools S&P500, top 61 percentile seller Exhaustion confirmed at: 4388.75,7/28/2021 14:10, 7/28/2021 10:10:02 AM
532,TickTools S&P500, top 36 percentile buyer Exhaustion confirmed at: 4403,7/28/2021 13:32, 7/28/2021 09:32:02 AM
533,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4393,7/28/2021 10:17, 7/28/2021 06:17:03 AM
534,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34869,7/28/2021 2:03, 7/27/2021 10:03:02 PM
535,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4393.25,7/27/2021 20:31, 7/27/2021 04:31:03 PM
536,TickTools S&P500, top 21 percentile buyer Exhaustion confirmed at: 4390.25,7/27/2021 19:52, 7/27/2021 03:52:03 PM
537,TickTools S&P500, top 55 percentile buyer Exhaustion confirmed at: 4388.25,7/27/2021 19:47, 7/27/2021 03:47:04 PM
538,TickTools S&P500, top 62 percentile buyer Exhaustion confirmed at: 4384.25,7/27/2021 18:51, 7/27/2021 02:51:02 PM
539,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34797,7/27/2021 16:11, 7/27/2021 12:11:02 PM
540,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4370.50,7/27/2021 16:06, 7/27/2021 12:06:02 PM
541,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4382.75,7/27/2021 15:53, 7/27/2021 11:53:02 AM
542,TickTools S&P500, X-TICK top 9 percentile seller capitulation X-TICK confirmed at: 4373.25,7/27/2021 15:40, 7/27/2021 11:40:02 AM
543,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34805,7/27/2021 15:39, 7/27/2021 11:39:03 AM
544,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4373.25,7/27/2021 15:39, 7/27/2021 11:39:02 AM
545,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34851,7/27/2021 15:25, 7/27/2021 11:25:02 AM
546,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4379.75,7/27/2021 15:25, 7/27/2021 11:25:02 AM
547,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4381.50,7/27/2021 15:20, 7/27/2021 11:20:02 AM
548,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4395.25,7/27/2021 15:02, 7/27/2021 11:02:02 AM
549,TickTools S&P500, top 63 percentile buyer Exhaustion confirmed at: 4394,7/27/2021 15:00, 7/27/2021 11:00:02 AM
550,TickTools S&P500, top 27 percentile seller Exhaustion confirmed at: 4392.25,7/27/2021 13:35, 7/27/2021 09:35:02 AM
551,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34823,7/27/2021 8:21, 7/27/2021 04:21:02 AM
552,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34912,7/27/2021 8:08, 7/27/2021 04:08:02 AM
553,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4392.50,7/27/2021 7:27, 7/27/2021 03:27:02 AM
554,TickTools S&P500, top 34 percentile seller Exhaustion confirmed at: 4400,7/26/2021 15:03, 7/26/2021 11:03:01 AM
555,TickTools S&P500, top 61 percentile buyer Exhaustion confirmed at: 4402,7/26/2021 14:44, 7/26/2021 10:44:02 AM
556,TickTools S&P500, top 55 percentile seller Exhaustion confirmed at: 4398.25,7/26/2021 14:34, 7/26/2021 10:34:02 AM
557,TickTools S&P500, top 44 percentile seller Exhaustion confirmed at: 4394,7/23/2021 15:48, 7/23/2021 11:48:03 AM
558,TickTools S&P500, X-TICK top 7 percentile buyer capitulation X-TICK confirmed at: 4381.25,7/23/2021 13:32, 7/23/2021 09:32:03 AM
559,TickTools S&P500, top 39 percentile seller Exhaustion confirmed at: 4356.25,7/22/2021 19:33, 7/22/2021 03:33:03 PM
560,TickTools S&P500, top 53 percentile seller Exhaustion confirmed at: 4358.50,7/22/2021 19:14, 7/22/2021 03:14:03 PM
561,TickTools S&P500, top 61 percentile buyer Exhaustion confirmed at: 4347.50,7/22/2021 16:31, 7/22/2021 12:31:03 PM
562,TickTools S&P500, top 47 percentile seller Exhaustion confirmed at: 4347,7/22/2021 15:50, 7/22/2021 11:50:03 AM
563,TickTools S&P500, top 57 percentile seller Exhaustion confirmed at: 4350,7/22/2021 14:29, 7/22/2021 10:29:03 AM
564,TickTools S&P500, top 27 percentile seller Exhaustion confirmed at: 4345,7/21/2021 19:31, 7/21/2021 03:31:02 PM
565,TickTools S&P500, top 41 percentile seller Exhaustion confirmed at: 4341,7/21/2021 18:22, 7/21/2021 02:22:02 PM
566,TickTools S&P500, top 48 percentile seller Exhaustion confirmed at: 4333.50,7/21/2021 14:32, 7/21/2021 10:32:01 AM
567,TickTools S&P500, X-TICK top 10 percentile buyer capitulation X-TICK confirmed at: 4335.50,7/21/2021 13:38, 7/21/2021 09:38:02 AM
568,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34470,7/21/2021 11:41, 7/21/2021 07:41:03 AM
569,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4317,7/21/2021 11:41, 7/21/2021 07:41:02 AM
570,TickTools S&P500,  Y. M. Tick Tools Yellow Seller Capitulation Bar triggered 1 min chart at 34485,7/21/2021 11:40, 7/21/2021 07:40:02 AM
571,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34628,7/21/2021 7:57, 7/21/2021 03:57:03 AM
572,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4333.50,7/21/2021 7:49, 7/21/2021 03:49:02 AM
573,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4330.50,7/21/2021 7:48, 7/21/2021 03:48:02 AM
574,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4323.50,7/21/2021 7:01, 7/21/2021 03:01:02 AM
575,TickTools S&P500,  Yellow Seller Capitulation Bar triggered 1 min chart at 4315.50,7/20/2021 19:59, 7/20/2021 03:59:02 PM
576,TickTools S&P500, top 47 percentile seller Exhaustion confirmed at: 4318.75,7/20/2021 18:50, 7/20/2021 02:50:02 PM
577,TickTools S&P500, top 39 percentile buyer Exhaustion confirmed at: 4322.50,7/20/2021 16:37, 7/20/2021 12:37:02 PM
578,TickTools S&P500, top 39 percentile seller Exhaustion confirmed at: 4313.25,7/20/2021 16:13, 7/20/2021 12:13:02 PM
579,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4320,7/20/2021 16:05, 7/20/2021 12:05:02 PM
580,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34463,7/20/2021 16:01, 7/20/2021 12:01:01 PM
581,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34408,7/20/2021 15:01, 7/20/2021 11:01:02 AM
582,TickTools S&P500,  Red Buyer Capitulation Bar triggered 1 min chart at 4308.50,7/20/2021 15:01, 7/20/2021 11:01:01 AM
583,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34387,7/20/2021 14:57, 7/20/2021 10:57:01 AM
584,TickTools S&P500,  Y. M. Tick Tools Red Buyer Capitulation Bar triggered 1 min chart at 34332,7/20/2021 14:19, 7/20/2021 10:19:01 AM
